name;Owner;normal_prod;capacity;aggregates;turbine_type;station;height;Vattenf;mean_runoff;magasin;river;location;community;region;Lat;Long
Gideå;Statkraft Sverige AB;88000;17000;2;Francis;Långaxlad ovanjordsanläggning;42;50;;;Gideälven;Husum;Örnsköldsviks kommun;Västernorrlands län;63.47266;18.99301
Byarforsen;Ljusnans Kraft AB och Fortum Generation AB;87000;16000;1;Kaplan;Ovanjordsanläggning;9.9;200;124;;Ljusnan;Sveg;Härjedalens kommun;Jämtlands län;62.04197;14.49545
Parki;Vattenfall Vattenkraft AB;85000;20000;1;Rörturbin;Ovanjordsanläggning;14;200;115;460;Luleälven;Randijaur;Jokkmokks kommun;Norrbottens län;66.74471;19.20429
Turinge;E.ON Vattenkraft Sverige AB;85000;18000;2;Kaplan;Ovanjordsanläggning;21;120;52;;Ljungan;Överturingen;Ånge kommun;Västernorrlands län;62.46074;14.84456
Halvfari;Fortum Generation AB;80000;24000;1;Kaplan;Ovanjordsanläggning;25;120;44;;Ljusnan;Hede;Härjedalens kommun;Jämtlands län;62.43420;13.44768
Skogaforsen;Fortum Generation AB;80000;15000;2;Kaplan;Ovanjordsanläggning;11;;;;Klarälven;Edebäck;Hagfors kommun;Värmlands län;60.04496;13.52661
Volgsjöfors;Statkraft Sverige AB;80000;20000;2;Rörturbin;Ovanjordsanläggning;8;280;134;;Ångermanälven;Volgsjöfors;Vilhelminas kommun;Västerbottens län;64.51956;16.74393
Malfors;Tekniska Verken i Linköping AB;79600;21000;2;Francis;Ovanjordsanläggning;28.5;105;41;;Motala Ström;Ljungsbro;Linköpings kommun;Östergötlands län;58.51519;15.49894
Björna;Statkraft Sverige AB;79000;17000;2;Francis;Ovanjordsanläggning;39;50;;;Gideälven;Björna;Örnsköldsviks kommun;Västernorrlands län;63.56375;18.59929
Viforsen;Statkraft Sverige AB;79000;10000;1;Rörturbin;Ovanjordsanläggning;7.8;165;138;;Ljungan;Kvissleby;Sundsvalls kommun;Västernorrlands län;62.30838;17.17754
Gideåbacka;Statkraft Sverige AB;77000;14000;2;Francis;Underjordsanläggning;34;50;;;Gideälven;Husum;Örnsköldsviks kommun;Västernorrlands län;63.35259;19.10447
Flåsjö;E.ON Vattenkraft Sverige AB;73000;20000;1;Francis;Underjordsanläggning;46;60;26;400;Ljungan;Börtnan;Bergs kommun;Jämtlands län;62.76375;13.72527
Gäddede;Gäddede Kraft AB;72000;22000;1;Rörturbin;Ovanjordsanläggning;15.7;175;83;625;Faxälven;Gäddede;Strömsunds kommun;Jämtlands län;64.50275;14.15086
Bågede;Holmen AB;70809;13400;1;Rörturbin;Ovanjordsanläggning;8.8;170;110;130;Faxälven;Bågede;Strömsunds kommun;Jämtlands län;64.34320;14.81418
Blyberg;Fortum Generation AB;70000;15000;1;Kaplan;Ovanjordsanläggning;11;160;87;;Dalälven;Blyberg;Älvdalens kommun;Dalarnas län;61.14694;14.14578
Kvarnfallet;Stensjöns Kraft AB;70000;17000;1;Francis;Underjordsanläggning;50;44;19.1;11;Hårkan;Rörvattnet;Krokoms kommun;Jämtlands län;63.96057;14.08309
Yngeredsfors;E.ON Vattenkraft Sverige AB;70000;18800;2;Francis;Ovanjordsanläggning;28.3;;;;Ätran;Askome;Falkenbergs kommun;Hallands län;57.03311;12.76065
Gidböle;Statkraft Sverige AB;69000;12000;2;Francis;Ovanjordsanläggning;31;50;;;Gideälven;Husum;Örnsköldsviks kommun;Västernorrlands län;63.40690;19.05412
Lottefors;Fortum Generation AB;67500;13760;5;4 Francis, 1 Kaplan;Ovanjordsanläggning;6.7;220;178;;Ljusnan;Arbrå;Bollnäs kommun;Gävleborgs län;61.42854;16.41872
Landafors;Fortum Generation AB;65000;11200;1;Rörturbin;Ovanjordsanläggning;5.5;300;224;;Ljusnan;Segersta;Bollnäs kommun;Gävleborgs län;61.27294;16.62415
Letten;Fortum Generation AB;65000;36000;2;Francis;Underjordsanläggning;191;;;;Klarälven;Sysslebäck;Torsby kommun;Värmlands län;60.74766;12.78163
Näsaforsen;Jämtkraft AB;65000;15000;1;Kaplan;Underjordsanläggning;16.2;90;76;147;Hårkan;Föllinge;Krokoms kommun;Jämtlands län;63.65161;14.67605
Nederede;Statkraft Sverige AB;65000;16000;2;Kaplan;Ovanjordsanläggning;8.2;245;123;;Ljungan;Stöde;Sundsvalls kommun;Västernorrlands län;62.41886;16.49752
Väsa;Fortum Generation AB;65000;15000;1;Kaplan;Ovanjordsanläggning;10.5;160;87;;Dalälven;Väsa;Älvdalens kommun;Dalarnas län;61.17456;14.09256
Jössefors;Fortum Generation AB och Vattenfall AB;64000;26000;1;Kaplan;Ovanjordsanläggning;25;;;;Jösseälven;Jössefors;Arvika kommun;Värmlands län;59.67552;12.47528
Traryd;Statkraft Sverige AB;64000;14400;2;Kaplan;Ovanjordsanläggning;16.1;;;;Lagan;Strömsnäsbruk;Markaryds kommun;Kronobergs län;56.58233;13.74226
Juvuln;Fortum Generation AB;62000;14000;1;Rörturbin;Ovanjordsanläggning;12;150;57;269;Indalsälven;Kallsedet;Åre kommun;Jämtlands län;63.69948;12.95508
Hoting;Statkraft Sverige AB;62000;13000;1;Rörturbin;Ovanjordsanläggning;15;175;78;23;Fjällsjöälven;Hoting;Strömsunds kommun;Jämtlands län;64.05976;16.25593
Högfors;Jämtkraft AB;60000;14000;2;;Ovanjordsanläggning;12.6;120;84;;Hårkan;Lit;Östersunds kommun;Jämtlands län;63.36857;14.88267
Röjdåforsen;Fortum Generation AB;60000;31500;1;Francis;Underjordsanläggning;192;;;;Röjdan;Röjdåfors;Torsby kommun;Värmlands län;60.29416;12.70830
Sil;E.ON Vattenkraft Sverige AB;60000;12000;1;Rörturbin;Ovanjordsanläggning;7;240;122;;Fjällsjöälven;Sundsvall;Strömsunds kommun;Jämtlands län;63.73295;16.42222
Fjällsjö;E.ON Vattenkraft Sverige AB;57100;13000;1;Rörturbin;Ovanjordsanläggning;7;240;122;;Fjällsjöälven;Fjällsjö;Strömsunds kommun;Jämtlands län;63.78361;16.43304
Nissaström;Statkraft Sverige AB;56000;11200;2;Kaplan;Ovanjordsanläggning;29;;;;Nissan;Oskarström;Halmstads kommun;Hallands län;56.84213;13.00959
Torrön;Fortum Generation AB;55000;24000;1;Rörturbin;Ovanjordsanläggning;22;165;46;1178;Indalsälven;Överäng;Åre kommun;Jämtlands län;63.77145;13.06712
Skärblacka;Tekniska Verken i Linköping AB;55000;10500;2;Fullkaplan rörturbin;Ovanjordsanläggning;9;150;78;;Motala Ström;Skärblacka;Norrköpings kommun;Östergötlands län;58.57866;15.90685
Tåsjö;Statkraft Sverige AB;54000;13000;1;Rörturbin;Ovanjordsanläggning;14;135;62;262;Fjällsjöälven;Hoting;Strömsunds kommun;Jämtlands län;64.15971;16.00473
Skogaby;Statkraft Sverige AB;52000;12500;3;Francis;Ovanjordsanläggning;12.2;130;;;Lagan;Skogaby;Laholms kommun;Hallands län;56.51946;13.18111
Ätrafors;E.ON Vattenkraft Sverige AB;52000;13000;3;Francis;Ovanjordsanläggning;23.5;;;;Ätran;Askome;Falkenbergs kommun;Hallands län;57.03404;12.66304
Lima;Fortum Generation AB;50000;13000;2;Kaplan;Ovanjordsanläggning;17;100;58;;Dalälven;Lima;Malung-Sälens kommun;Dalarnas län;60.79606;13.42477
Lindbyn;Fortum Generation AB;50000;11000;2;Kaplan;Ovanjordsanläggning;9;150;124;;Dalälven;Mockfjärd;Gagnef kommun;Dalarnas län;60.51341;14.99057
Rottnen;Fortum Generation AB;50000;17000;1;Kaplan;Underjordsanläggning;43;45;;;Rottnan;Rottneros;Sunne kommun;Värmlands län;59.79406;13.11304
Hallstahammar;Mälarenergi Vattenkraft AB;49500;15000;1;Kaplan;Underjordsanläggning;29.7;60;27;;Kolbäcksån;Hallstahammar;Hallstahammar kommun;Västmanlands län;59.62002;16.20967
Edsforsen;Fortum Generation AB;49000;9000;2;Kaplan;Ovanjordsanläggning;7;190;;;Klarälven;Edebäck;Hagfors kommun;Värmlands län;60.06537;13.52601
Bodum;E.ON Vattenkraft Sverige AB;49000;12000;1;Rörturbin;Ovanjordsanläggning;6.5;220;117;21;Fjällsjöälven;Rossön;Strömsunds kommun;Jämtlands län;63.89067;16.28335
Hummelforsen;Fortum Generation AB;45000;10700;1;Kaplan;Ovanjordsanläggning;19;64;73;;Dalälven;Vansbro;Vansbro kommun;Dalarnas län;60.45140;14.14508
Anjan;Fortum Generation AB;44000;25000;1;Francis;Underjordsanläggning;40;72;15;210;Indalsälven;Anjehem;Åre kommun;Jämtlands län;63.68061;12.80818
Majenfors;Statkraft Sverige AB;44000;10900;4;3 Francis, 1 Kaplan;Ovanjordsanläggning;10.6;124;;;Lagan;Majenfors;Markaryds kommun;Kronobergs län;56.49710;13.45490
Huskvarna;Jönköpings Energi;42000;15000;2;Francis;Underjordsanläggning;116;16;;;Huskvarnaån;Huskvarna;Jönköpings kommun;Jönköpings län;57.78684;14.28378
Eldforsen;Fortum Generation AB;41000;8500;1;Kaplan;Ovanjordsanläggning;10;100;74;;Dalälven;Eldforsen;Vansbro kommun;Dalarnas län;60.43820;14.22900
Motala;Tekniska Verken i Linköping AB;41000;12000;3;Francis;Ovanjordsanläggning;15.3;105;41;;Motala Ström;Motala;Motala kommun;Östergötlands län;58.54698;15.07126
Karåsforsen;Fortum Generation AB;40000;12500;2;Francis;Ovanjordsanläggning;22.5;;;;Svartälven;Karlskoga;Karlskoga kommun;Örebro län;59.36778;14.59216
Malgomaj;Statkraft Sverige AB;40000;10000;1;Rörturbin;Ovanjordsanläggning;9;140;74;554;Ångermanälven;Vilhelmina;Vilhelminas kommun;Västerbottens län;64.64866;16.50788
Skogsforsen;E.ON Vattenkraft Sverige AB;38100;9000;2;kaplan;Ovanjordsanläggning;14;;;;Ätran;Ätran;Falkenbergs kommun;Hallands län;57.09436;12.86852
Skåpanäs;E.ON Vattenkraft Sverige AB;36176;11000;1;Kaplan;Ovanjordsanläggning;18;;;;Ätran;Skåpanäs;Svenljunga kommun;Västra Götalands län;57.18935;12.96748
Laholm;Statkraft Sverige AB;36000;11300;1;Kaplan;Ovanjordsanläggning;8;180;;;Lagan;Laholm;Laholms kommun;Hallands län;56.51567;13.04998
Ledinge;E.ON Vattenkraft Sverige AB;36000;10000;1;Francis;Underjordsanläggning;74;20;6.9;;Ledingsån;Långsele;Sollefteå kommun;Västernorrlands län;63.13913;16.86648
Tvärforsen;Fortum Generation AB;35800;9000;1;Francis;Underjordsanläggning;90;;12;;Svågan;Brännås;Hudiksvalls kommun;Gävleborgs län;62.08396;16.22398
Knäred övre;Statkraft Sverige AB;35000;7500;3;Francis;Ovanjordsanläggning;10;109;;;Lagan;Knäred;Laholms kommun;Hallands län;56.50717;13.35109
Kymmen;Fortum Generation AB;34000;55000;1;Francis;Underjordsanläggning, pumpkraftverk;88;77;;;Rottnan;Gräsmark;Sunne kommun;Värmlands län;59.92696;12.89611
Åtorp;Fortum Generation AB;34000;10000;2;Kaplan;Ovanjordsanläggning;11;;;;Gullspångsälven;Åtorp;Degerfors kommun;Örebro län;59.09663;14.33979
Bällforsen;E.ON Vattenkraft Sverige AB;33000;8400;2;Francis;Ovanjordsanläggning;14.7;;;;Ätran;Ullared;Falkenbergs kommun;Hallands län;57.07757;12.80848
Gävunda;Fortum Generation AB;32000;7500;1;Kaplan;Underjordsanläggning;20.5;45;26.5;0;Vanån;Gävunda;Mora kommun;Dalarnas län;60.73754;14.12350
Slagnäs;Skellefteå Kraft;32000;7000;1;Schaktturbin;Ovanjordsanläggning;5;;;;Skellefteälven;Slagnäs;Arjeplogs kommun;Norrbottens län;65.58834;18.18202
Granö;E.ON Vattenkraft Sverige AB;30200;9500;2;Kaplan;Ovanjordsanläggning;18.5;;;;Mörrumsån;Ryd;Tingsryds kommun;Kronobergs län;56.42318;14.68330
Kvarnforsen;Härjeåns Kraft AB;30200;4250;1;Kaplan;Underjordsanläggning;28;24.8;28;83.3;Härjeån;Sveg;Härjedalens kommun;Jämtlands län;61.97513;14.18284
Glava;Fortum Generation AB;30000;16000;1;Francis;Underjordsanläggning;96;;;;Glasälven;Glava;Arvika kommun;Värmlands län;59.53871;12.55656
Knäred nedre;Statkraft Sverige AB;30000;6600;3;Francis;Ovanjordsanläggning;9;107;;;Lagan;Knäred;Laholms kommun;Hallands län;56.51407;13.34138
Noppikoski;Fortum Generation AB;30000;10000;1;Francis;Underjordsanläggning;64;20;7.4;;Oreälven;Noppikoski;Orsa kommun;Dalarnas län;61.49653;14.90252
Leringsforsen;Vattenfall Vattenkraft AB;30000;9000;1;Kaplan;Ovanjordsanläggning;16;70;38;357;Gimån;Torpshammar;Ånge kommun;Västernorrlands län;62.57509;16.42771
Bergnäs;Skellefteå Kraft;30000;8000;1;Schaktturbin;Ovanjordsanläggning;6.2;;;;Skellefteälven;Slagnäs;Arjeplogs kommun;Norrbottens län;65.67753;18.11293
Stennäs;Statkraft Sverige AB;30000;7000;1;Kaplan;Ovanjordsanläggning;33;24;;;Gideälven;Stennäs;Bjurholms kommun;Västerbottens län;63.93422;18.43751
Älglund;Skellefteå kraft AB;30000;6500;1;Kaplan;Underjordsanläggning;30;25;;;Rickleån;Bygdsiljum;Robertsfors kommun;Västerbottens län;64.30750;20.54714
Lernbo;Västerbergslagens Kraft AB;28000;7000;2;;Ovanjordsanläggning;26;;;;Kolbäcksån;Lernbo;Ludvika kommun;Dalarnas län;60.14034;15.31500
Sillre;Vattenfall Vattenkraft AB;28000;11000;1;Francis;Ovanjordsanläggning;200;8;1.1;35.5;Indalsälven;Liden;Sundsvalls kommun;Västernorrlands län;62.77227;16.70919
Långed;Vattenfall Småskalig Kraft AB;27800;4970;6;;Ovanjordsanläggning;13.1;;;;Upperudsälven;Dals Långed;Bengtsfors kommun;Västra Götalands län;58.92714;12.29519
Bursnäs;E.ON Vattenkraft Sverige AB;27000;8000;1;Kaplan;Ovanjordsanläggning;10;125;53;;Ljungan;Överturingen;Ånge kommun;Västernorrlands län;62.43173;14.95139
Kvarnaholm;Statkraft Sverige AB;27000;5500;2;Kaplan;Ovanjordsanläggning;7;;;;Lagan;Strömsnäsbruk;Markaryds kommun;Kronobergs län;56.53845;13.71302
Anundsjö;Statkraft Sverige AB;26000;5000;1;Francis;Ovanjordsanläggning;61;10;;;Moälven;Bredbyn;Örnsköldsviks kommun;Västernorrlands län;63.48511;18.09362
Ängabäck;Statkraft Sverige AB;26000;7000;2;Kaplan;Ovanjordsanläggning;6.4;130;;;Lagan;Markaryd;Markaryds kommun;Kronobergs län;56.49487;13.50885
Genastorp;E.ON Vattenkraft Sverige AB;25000;6700;1;;Ovanjordsanläggning;16.3;;;;Helge å;Osby;Osby kommun;Skåne län;56.33748;14.00950
Vässinkoski;Fortum Generation AB;25000;10000;1;Francis;Underjordsanläggning;75;18;5;70;Oreälven;Noppikoski;Orsa kommun;Dalarnas län;61.48882;14.71371
Torsebro;E.ON Vattenkraft Sverige AB;24000;6000;1;;Ovanjordsanläggning;10.5;;;;Helge å;Torsebo;Kristianstads kommun;Skåne län;56.10546;14.13284
Tänger;Fortum Generation AB;23000;4600;1;Kaplan;Ovanjordsanläggning;35.1;15;9.2;32;Svärdsjövattendragen;Enviken;Falu kommun;Dalarnas län;60.87107;15.75089
Iggesund;Holmen AB;23000;5300;1;Kaplan;Underjordsanläggning;24.5;25;;;Iggesundsån;Iggesund;Hudiksvalls kommun;Gävleborgs län;61.63942;17.07534
Storforsen;Skellefteå Kraftaktiebolag;23000;4400;1;Kaplan;Underjordsanläggning;35;15;;;Öreälven;Långnäs;Lycksele kommun;Västerbottens län;64.24667;18.86934
Hovetorp;Tekniska Verken i Linköping AB;21500;8500;2;2 st vertikala Francisturbiner;Ovanjordsanläggning;24.5;40;12;;Stångån, Motala Ström;Sturefors;Linköpings kommun;Östergötlands län;58.30150;15.72623
Klingerforsen;Statkraft Sverige AB;20000;6000;1;Kaplan;Ovanjordsanläggning;22;30;12.9;330;Fjällsjöälven;Hoting;Strömsunds kommun;Jämtlands län;64.11719;16.03129
Hemsjö övre;E.ON Vattenkraft Sverige AB;19800;5200;4;Tvillingfrancis;Ovanjordsanläggning;15;28;;;Mörrumsån;Hemsjö;Karlshamns kommun;Blekinge län;56.32451;14.71238
Håverud;Vattenfall Småskalig Kraft AB;19500;3520;3;;Ovanjordsanläggning;10;;;;Upperudsälven;Håverud;Melleruds kommun;Västra Götalands län;58.82078;12.41189
Brynge;Statkraft Sverige AB;19000;5000;;Kaplan;Ovanjordsanläggning;37;;;;Nätraån;Bjästa;Örnsköldsviks kommun;Västernorrlands län;63.25934;18.33700
Lövhöjden;Jämtkraft AB;19000;7400;1;Francis;Ovanjordsanläggning;99;11;3;61;Foskvattsån;Ålviken;Strömsunds kommun;Jämtlands län;63.90305;14.48529
Lofsån;Härjeåns Kraft AB;19000;3500;1;Francis;Ovanjordsanläggning;47;10;6;;Lofsen;Sveg;Härjedalens kommun;Jämtlands län;62.03471;13.60190
Borensberg;Tekniska Verken i Linköping AB;18900;5500;2;Semikaplan;Ovanjordsanläggning;6.8;94;41;;Motala Ström;Borensberg;Motala kommun;Östergötlands län;58.55524;15.31407
Bassalt;Statkraft Sverige Vattendel 3 AB;18500;8000;4;Francis;Ovanjordsanläggning;10;107;;;Lagan;Bassalt;Laholms kommun;Hallands län;56.51156;13.40109
Hansjö;Fortum Generation AB;18000;3530;1;Kaplan;Ovanjordsanläggning;10.6;40;34;;Oreälven;Orsa;Orsa kommun;Dalarnas län;61.13764;14.62553
Loforsen;Västerbergslagens Kraft AB;18000;5379;1;Kaplan;Underjordsanläggning;44.5;;;;Kolbäcksån;Sunnansjö;Ludvika kommun;Dalarnas län;60.21246;14.90723
Bofors;Fortum Generation AB;17000;4200;3;;Ovanjordsanläggning;13.5;;;;Timsälven;Karlskoga;Karlskoga kommun;Örebro län;59.32839;14.54772
Maredsfors;Varberg Energimarknad AB;17000;2980;2;Francis;Ovanjordsanläggning;11;;;;Nissan;Oskarsström;Halmstads kommun;Hallands län;56.80833;12.97460
Furudal;Fortum Generation AB;16000;3580;3;1 Kaplan, 2 Rörturbin;G1 ovan jord, G2+G3 under jord;17;25;16.8;;Oreälven;Furudal;Rättviks kommun;Dalarnas län;61.18220;15.16974
Nöbbelöv;E.ON Vattenkraft Sverige AB;16000;4400;2;;Ovanjordsanläggning;10.7;;;;Helge å;Nöbbelöv;Östra Göinge kommun;Skåne län;56.23568;14.07515
Ramnäs;Mälarenergi Vattenkraft AB;16000;5200;1;Kaplan;Ovanjordsanläggning;9.7;60;25;;Kolbäcksån;Ramnäs;Surahammars kommun;Västmanlands län;59.77488;16.18673
Ålviken;Jämtkraft AB;16000;5600;1;Francis;Ovanjordsanläggning;75;11;3.1;61;Foskvattsån;Ålviken;Strömsunds kommun;Jämtlands län;63.87846;14.46447
Borgärdet;Fortum Generation AB;16000;3000;1;;Ovanjordsanläggning;;;;;Svärdsjövattendragen;Svärdsjö;Falu kommun;Dalarnas län;60.73305;15.90696
Lenninge;Fortum Generation AB;15000;2700;2;;Ovanjordsanläggning;7.4;45;38;;Voxnan;Sunnerstaholm;Bollnäs kommun;Gävleborgs län;61.31272;16.42967
Sippmikk;Sippmikk;15000;4000;1;Francis;Ovanjordsanläggning;154;3;2.3;19.5;Faxälven;Gäddede;Strömsunds kommun;Jämtlands län;64.74789;14.22135
Mackmyra;Gävle Energi AB;15000;3600;2;Kaplan;Ovanjordsanläggning;11;35;;;Gavleån;Mackmyra;Gävle kommun;Gävleborgs län;60.63551;16.97666
Fiskeby;Ljusfors kraft AB;14500;3500;5;3 st propellerturbiner samt 2 st semikaplan;Ovanjordsanläggning;2.5;175;;;Motala Ström;Norrköping;Norrköpings kommun;Östergötlands län;58.59331;16.12099
Abelvattnet;Vattenfall Vattenkraft AB;14200;4600;1;Kaplan;Ovanjordsanläggning;22;;11.5;398;Umeälven;Tärnaby;Storumans kommun;Västerbottens län;65.54585;14.98451
Högsby;E.ON Vattenkraft Sverige AB;14100;3500;2;;Ovanjordsanläggning;10.4;;;;Emån;Högsby;Högsby kommun;Kalmar län;57.16984;16.01664
Broby;E.ON Vattenkraft Sverige AB;14000;3800;2;;Ovanjordsanläggning;9;;;;Helge å;Broby;Östra Göinge kommun;Skåne län;56.26588;14.08323
Rönnöfors;Jämtkraft AB;14000;3200;1;;Ovanjordsanläggning;6.83;50;29;;Långan;Rönnöfors;Krokoms kommun;Jämtlands län;63.64640;13.83803
Ludvika;Västerbergslagens Kraft AB;13000;3600;1;;Ovanjordsanläggning;17.5;;;;Kolbäcksån;Ludvika;Ludvika kommun;Dalarnas län;60.15643;15.19124
Skeen;Statkraft Sverige AB;13000;4600;1;Kaplan;Ovanjordsanläggning;9.6;;;;Bolmån;Annerstad;Ljungby kommun;Kronobergs län;56.75931;13.67458
Timsfors;Statkraft Sverige Vattendel 3 AB;13000;2948;7;;Ovanjordsanläggning;4.8;;;;Lagan;Timsfors;Markaryds kommun;Kronobergs län;56.48653;13.60126
Vifors;Orsa besparingsskog;13000;1600;2;Tvillingfrancis;Ovanjordsanläggning;;;;;Hamrångeån;Hamrånge;Gävle kommun;Gävleborgs län;60.94065;17.02810
Unnån;Oreälvens Kraft AB;13000;3000;2;;Ovanjordsanläggning;;50;34;;Oreälven;Orsa;Orsa kommun;Dalarnas län;61.14684;14.64152
Hälleströmmen;Gävle Kraftvärme AB;13000;2200;1;Kaplan;Ovanjordsanläggning;9;35;;;Gavleån;Mackmyra;Gävle kommun;Gävleborgs län;60.63654;16.95715
Vallhaga;AB Edsbyns Elverk;12880;2520;2;Kaplan;Ovanjordsanläggning;8.1;35;27;;Voxnan;Edsbyn;Ovanåkers kommun;Gävleborgs län;61.36362;15.73006
Frötuna;Frötuna Kraftverk HB;12800;2390;3;Kaplan;Ovanjordsanläggning;6.5;40;33;;Arbogaån;Fellingsbro;Lindesbergs kommun;Örebro län;59.42798;15.56256
Fensbol;Fortum Generation AB;12500;2600;2;;Ovanjordsanläggning;;;;;Ljusnan i Torsby;Fensbol;Torsby kommun;Värmlands län;60.24386;13.02216
Öjebro;Mjölby-Svartådalen Energi AB;12500;4200;3;Dubbelfrancis;Ovanjordsanläggning;;;;;Svartån, Motala ström;Mjölby;Mjölby kommun;Östergötlands län;58.37570;15.19318
Hemsjö Nedre;Sydkraft Hydropower AB;12400;1800;1;Dubbel Tvillingfrancis;Ovanjordsanläggning;11.5;;;;Mörrumsån;Hemsjö;Karlshamns kommun;Blekinge län;56.31518;14.72469
Viskafors;Vattenfall Vattenkraft AB;12300;4000;2;Francis;Ovanjordsanläggning;25.5;24.5;;;Viskan;Viskafors;Borås kommun;Västra Götalands län;57.62714;12.84102
Torsby;Fortum Generation AB;12200;2900;2;;Ovanjordsanläggning;;;;;Röjdan;Torsby;Torsby kommun;Värmlands län;60.13242;13.00359
Fors;Statkraft Sverige AB;12000;2800;1;Rörkaplan;Ovanjordsanläggning;19;16;;;Nätraån;Bjästa;Örnsköldsviks kommun;Västernorrlands län;63.25038;18.46887
Grindberga;Mälarenergi Vattenkraft AB;12000;2200;2;Kaplan;Ovanjordsanläggning;6.5;45;36;;Arbogaån;Arboga;Arboga kommun;Västmanlands län;59.39360;15.82020
Storå;E.ON Vattenkraft Sverige AB;12000;2300;1;;Ovanjordsanläggning;17.5;;;;Storån;Storå;Lindesbergs kommun;Örebro län;59.75440;15.15782
Munkedal;Arctic Paper Munkedals AB;12000;2330;4;;Ovanjordsanläggning;;;;;Munkedalsälven;Munkedal;Munkedals kommun;Västra Götalands län;58.47962;11.69327
Drömme;Statkraft Sverige AB;12000;2000;;Francis;Ovanjordsanläggning;118;;;;Nätraån;Bjästa;Örnsköldsviks kommun;Västernorrlands län;63.24586;18.26365
Finsjö Nedre;E.ON Vattenkraft Sverige AB;11600;2100;1;;Ovanjordsanläggning;8.7;;;;Emån;Finsjö;Mönsterås kommun;Kalmar län;57.14803;16.24120
Bornforsen;AB Edsbyns Elverk;11531;2188;2;;Ovanjordsanläggning;8.1;34;27;;Voxnan;Edsbyn;Ovanåkers kommun;Gävleborgs län;61.36560;15.75398
Gammelby;Statkraft Sverige AB;11100;2000;4;2 propellerturbiner, 2 semikaplan;Ovanjordsanläggning;6;40;;;Gideälven;Hemling;Örnsköldsviks kommun;Västernorrlands län;63.67901;18.53916
